,Fecha,t_num,Clado,Pico_Frec,Frecuencia,Casos_Totales,Mutaciones
27,2019-12-04,18234,Omicron BA.4/BA.5,19205,5.82E-57,13.16431302,NA
28,2019-12-04,18234,XBB y derivados recientes,19875,4.57E-10,13.16431302,NA
29,2019-12-05,18235,Alpha/Beta/Gamma,18659,4.32E-05,12.02134162,NA
30,2019-12-05,18235,Cepa Colombiana (B.1-like 2026),20558,2.59E-183,12.02134162,NA
31,2019-12-05,18235,Delta (21A-21J),18871,4.35E-18,12.02134162,NA
32,2019-12-05,18235,Linajes Basales (19A-20C),18383,0.9999567745,12.02134162,0.4929124816
33,2019-12-05,18235,Omicron BA.1/BA.2,19024,4.36E-54,12.02134162,NA
34,2019-12-05,18235,Omicron BA.4/BA.5,19205,7.54E-57,12.02134162,NA
35,2019-12-05,18235,XBB y derivados recientes,19875,4.64E-10,12.02134162,NA
36,2019-12-06,18236,Alpha/Beta/Gamma,18659,4.51E-05,9.46937742,NA
37,2019-12-06,18236,Cepa Colombiana (B.1-like 2026),20558,3.68E-183,9.46937742,NA
38,2019-12-06,18236,Delta (21A-21J),18871,4.91E-18,9.46937742,NA
39,2019-12-06,18236,Linajes Basales (19A-20C),18383,0.9999549186,9.46937742,0.4913972177
40,2019-12-06,18236,Omicron BA.1/BA.2,19024,5.91E-54,9.46937742,NA
41,2019-12-06,18236,Omicron BA.4/BA.5,19205,9.77E-57,9.46937742,NA
42,2019-12-06,18236,XBB y derivados recientes,19875,4.72E-10,9.46937742,NA
43,2019-12-07,18237,Alpha/Beta/Gamma,18659,4.70E-05,17.55760999,NA
44,2019-12-07,18237,Cepa Colombiana (B.1-like 2026),20558,5.24E-183,17.55760999,NA
45,2019-12-07,18237,Delta (21A-21J),18871,5.53E-18,17.55760999,NA
46,2019-12-07,18237,Linajes Basales (19A-20C),18383,0.9999529855,17.55760999,0
47,2019-12-07,18237,Omicron BA.1/BA.2,19024,8.02E-54,17.55760999,NA
48,2019-12-07,18237,Omicron BA.4/BA.5,19205,1.27E-56,17.55760999,NA
49,2019-12-07,18237,XBB y derivados recientes,19875,4.80E-10,17.55760999,NA
50,2019-12-08,18238,Alpha/Beta/Gamma,18659,4.90E-05,9.526704808,NA
51,2019-12-08,18238,Cepa Colombiana (B.1-like 2026),20558,7.45E-183,9.526704808,NA
52,2019-12-08,18238,Delta (21A-21J),18871,6.23E-18,9.526704808,NA
53,2019-12-08,18238,Linajes Basales (19A-20C),18383,0.9999509723,9.526704808,0.2275735702
54,2019-12-08,18238,Omicron BA.1/BA.2,19024,1.09E-53,9.526704808,NA
55,2019-12-08,18238,Omicron BA.4/BA.5,19205,1.64E-56,9.526704808,NA
56,2019-12-08,18238,XBB y derivados recientes,19875,4.87E-10,9.526704808,NA
57,2019-12-09,18239,Alpha/Beta/Gamma,18659,5.11E-05,20.09211857,NA
58,2019-12-09,18239,Cepa Colombiana (B.1-like 2026),20558,1.06E-182,20.09211857,NA
59,2019-12-09,18239,Delta (21A-21J),18871,7.01E-18,20.09211857,NA
60,2019-12-09,18239,Linajes Basales (19A-20C),18383,0.9999488756,20.09211857,1.039772868
61,2019-12-09,18239,Omicron BA.1/BA.2,19024,1.47E-53,20.09211857,NA
62,2019-12-09,18239,Omicron BA.4/BA.5,19205,2.12E-56,20.09211857,NA
63,2019-12-09,18239,XBB y derivados recientes,19875,4.95E-10,20.09211857,NA
64,2019-12-10,18240,Alpha/Beta/Gamma,18659,5.33E-05,9.686429505,NA
65,2019-12-10,18240,Cepa Colombiana (B.1-like 2026),20558,1.51E-182,9.686429505,NA
66,2019-12-10,18240,Delta (21A-21J),18871,7.90E-18,9.686429505,NA
67,2019-12-10,18240,Linajes Basales (19A-20C),18383,0.9999466921,9.686429505,2.203039909
68,2019-12-10,18240,Omicron BA.1/BA.2,19024,2.00E-53,9.686429505,NA
69,2019-12-10,18240,Omicron BA.4/BA.5,19205,2.75E-56,9.686429505,NA
70,2019-12-10,18240,XBB y derivados recientes,19875,5.03E-10,9.686429505,NA
71,2019-12-11,18241,Alpha/Beta/Gamma,18659,5.56E-05,16.52434827,NA
72,2019-12-11,18241,Cepa Colombiana (B.1-like 2026),20558,2.14E-182,16.52434827,NA
73,2019-12-11,18241,Delta (21A-21J),18871,8.90E-18,16.52434827,NA
74,2019-12-11,18241,Linajes Basales (19A-20C),18383,0.9999444184,16.52434827,0
75,2019-12-11,18241,Omicron BA.1/BA.2,19024,2.70E-53,16.52434827,NA
76,2019-12-11,18241,Omicron BA.4/BA.5,19205,3.56E-56,16.52434827,NA
77,2019-12-11,18241,XBB y derivados recientes,19875,5.12E-10,16.52434827,NA
78,2019-12-12,18242,Alpha/Beta/Gamma,18659,5.79E-05,21.43322696,NA
79,2019-12-12,18242,Cepa Colombiana (B.1-like 2026),20558,3.05E-182,21.43322696,NA
80,2019-12-12,18242,Delta (21A-21J),18871,1.00E-17,21.43322696,NA
81,2019-12-12,18242,Linajes Basales (19A-20C),18383,0.9999420508,21.43322696,0.5518914651
82,2019-12-12,18242,Omicron BA.1/BA.2,19024,3.66E-53,21.43322696,NA
83,2019-12-12,18242,Omicron BA.4/BA.5,19205,4.60E-56,21.43322696,NA
84,2019-12-12,18242,XBB y derivados recientes,19875,5.20E-10,21.43322696,NA
85,2019-12-13,18243,Alpha/Beta/Gamma,18659,6.04E-05,3.055696494,NA
86,2019-12-13,18243,Cepa Colombiana (B.1-like 2026),20558,4.34E-182,3.055696494,NA
87,2019-12-13,18243,Delta (21A-21J),18871,1.13E-17,3.055696494,NA
88,2019-12-13,18243,Linajes Basales (19A-20C),18383,0.9999395856,3.055696494,0
89,2019-12-13,18243,Omicron BA.1/BA.2,19024,4.96E-53,3.055696494,NA
90,2019-12-13,18243,Omicron BA.4/BA.5,19205,5.96E-56,3.055696494,NA
91,2019-12-13,18243,XBB y derivados recientes,19875,5.29E-10,3.055696494,NA
92,2019-12-14,18244,Alpha/Beta/Gamma,18659,6.30E-05,8.606056166,NA
93,2019-12-14,18244,Cepa Colombiana (B.1-like 2026),20558,6.17E-182,8.606056166,NA
94,2019-12-14,18244,Delta (21A-21J),18871,1.27E-17,8.606056166,NA
95,2019-12-14,18244,Linajes Basales (19A-20C),18383,0.999937019,8.606056166,0
96,2019-12-14,18244,Omicron BA.1/BA.2,19024,6.71E-53,8.606056166,NA
97,2019-12-14,18244,Omicron BA.4/BA.5,19205,7.71E-56,8.606056166,NA
98,2019-12-14,18244,XBB y derivados recientes,19875,5.37E-10,8.606056166,NA
99,2019-12-15,18245,Alpha/Beta/Gamma,18659,6.57E-05,9.333393318,NA
100,2019-12-15,18245,Cepa Colombiana (B.1-like 2026),20558,8.77E-182,9.333393318,NA
101,2019-12-15,18245,Delta (21A-21J),18871,1.43E-17,9.333393318,NA
102,2019-12-15,18245,Linajes Basales (19A-20C),18383,0.9999343469,9.333393318,2.476916481
103,2019-12-15,18245,Omicron BA.1/BA.2,19024,9.07E-53,9.333393318,NA
104,2019-12-15,18245,Omicron BA.4/BA.5,19205,9.97E-56,9.333393318,NA
105,2019-12-15,18245,XBB y derivados recientes,19875,5.46E-10,9.333393318,NA
106,2019-12-16,18246,Alpha/Beta/Gamma,18659,6.84E-05,13.17975199,NA
107,2019-12-16,18246,Cepa Colombiana (B.1-like 2026),20558,1.25E-181,13.17975199,NA
108,2019-12-16,18246,Delta (21A-21J),18871,1.61E-17,13.17975199,NA
109,2019-12-16,18246,Linajes Basales (19A-20C),18383,0.9999315651,13.17975199,6.365324371
110,2019-12-16,18246,Omicron BA.1/BA.2,19024,1.23E-52,13.17975199,NA
111,2019-12-16,18246,Omicron BA.4/BA.5,19205,1.29E-55,13.17975199,NA
112,2019-12-16,18246,XBB y derivados recientes,19875,5.55E-10,13.17975199,NA
113,2019-12-17,18247,Alpha/Beta/Gamma,18659,7.13E-05,8.578735393,NA
114,2019-12-17,18247,Cepa Colombiana (B.1-like 2026),20558,1.77E-181,8.578735393,NA
115,2019-12-17,18247,Delta (21A-21J),18871,1.81E-17,8.578735393,NA
116,2019-12-17,18247,Linajes Basales (19A-20C),18383,0.9999286693,8.578735393,5.035353175
117,2019-12-17,18247,Omicron BA.1/BA.2,19024,1.66E-52,8.578735393,NA
118,2019-12-17,18247,Omicron BA.4/BA.5,19205,1.67E-55,8.578735393,NA
119,2019-12-17,18247,XBB y derivados recientes,19875,5.65E-10,8.578735393,NA
120,2019-12-18,18248,Alpha/Beta/Gamma,18659,7.43E-05,3.282277105,NA
121,2019-12-18,18248,Cepa Colombiana (B.1-like 2026),20558,2.52E-181,3.282277105,NA
122,2019-12-18,18248,Delta (21A-21J),18871,2.04E-17,3.282277105,NA
123,2019-12-18,18248,Linajes Basales (19A-20C),18383,0.999925655,3.282277105,0
124,2019-12-18,18248,Omicron BA.1/BA.2,19024,2.24E-52,3.282277105,NA
125,2019-12-18,18248,Omicron BA.4/BA.5,19205,2.15E-55,3.282277105,NA
126,2019-12-18,18248,XBB y derivados recientes,19875,5.74E-10,3.282277105,NA
127,2019-12-19,18249,Alpha/Beta/Gamma,18659,7.75E-05,2.202334643,NA
128,2019-12-19,18249,Cepa Colombiana (B.1-like 2026),20558,3.58E-181,2.202334643,NA
129,2019-12-19,18249,Delta (21A-21J),18871,2.29E-17,2.202334643,NA
130,2019-12-19,18249,Linajes Basales (19A-20C),18383,0.9999225175,2.202334643,0.8447087904
131,2019-12-19,18249,Omicron BA.1/BA.2,19024,3.03E-52,2.202334643,NA
132,2019-12-19,18249,Omicron BA.4/BA.5,19205,2.78E-55,2.202334643,NA
133,2019-12-19,18249,XBB y derivados recientes,19875,5.84E-10,2.202334643,NA
134,2019-12-20,18250,Alpha/Beta/Gamma,18659,8.07E-05,16.60056673,NA
135,2019-12-20,18250,Cepa Colombiana (B.1-like 2026),20558,5.08E-181,16.60056673,NA
136,2019-12-20,18250,Delta (21A-21J),18871,2.58E-17,16.60056673,NA
137,2019-12-20,18250,Linajes Basales (19A-20C),18383,0.999919252,16.60056673,1.70846087
138,2019-12-20,18250,Omicron BA.1/BA.2,19024,4.09E-52,16.60056673,NA
139,2019-12-20,18250,Omicron BA.4/BA.5,19205,3.59E-55,16.60056673,NA
140,2019-12-20,18250,XBB y derivados recientes,19875,5.94E-10,16.60056673,NA
141,2019-12-21,18251,Alpha/Beta/Gamma,18659,8.41E-05,8.46680703,NA
142,2019-12-21,18251,Cepa Colombiana (B.1-like 2026),20558,7.23E-181,8.46680703,NA
143,2019-12-21,18251,Delta (21A-21J),18871,2.90E-17,8.46680703,NA
144,2019-12-21,18251,Linajes Basales (19A-20C),18383,0.9999158534,8.46680703,0
145,2019-12-21,18251,Omicron BA.1/BA.2,19024,5.52E-52,8.46680703,NA
146,2019-12-21,18251,Omicron BA.4/BA.5,19205,4.64E-55,8.46680703,NA
147,2019-12-21,18251,XBB y derivados recientes,19875,6.04E-10,8.46680703,NA
148,2019-12-22,18252,Alpha/Beta/Gamma,18659,8.77E-05,1.09345783,NA
149,2019-12-22,18252,Cepa Colombiana (B.1-like 2026),20558,1.03E-180,1.09345783,NA
150,2019-12-22,18252,Delta (21A-21J),18871,3.26E-17,1.09345783,NA
151,2019-12-22,18252,Linajes Basales (19A-20C),18383,0.9999123166,1.09345783,4.750524373
152,2019-12-22,18252,Omicron BA.1/BA.2,19024,7.45E-52,1.09345783,NA
153,2019-12-22,18252,Omicron BA.4/BA.5,19205,6.00E-55,1.09345783,NA
154,2019-12-22,18252,XBB y derivados recientes,19875,6.14E-10,1.09345783,NA
155,2019-12-23,18253,Alpha/Beta/Gamma,18659,9.14E-05,9.140413221,NA
156,2019-12-23,18253,Cepa Colombiana (B.1-like 2026),20558,1.46E-180,9.140413221,NA
157,2019-12-23,18253,Delta (21A-21J),18871,3.66E-17,9.140413221,NA
158,2019-12-23,18253,Linajes Basales (19A-20C),18383,0.999908636,9.140413221,0
159,2019-12-23,18253,Omicron BA.1/BA.2,19024,1.01E-51,9.140413221,NA
160,2019-12-23,18253,Omicron BA.4/BA.5,19205,7.74E-55,9.140413221,NA
161,2019-12-23,18253,XBB y derivados recientes,19875,6.24E-10,9.140413221,NA
162,2019-12-24,18254,Alpha/Beta/Gamma,18659,9.52E-05,16.0733735,NA
163,2019-12-24,18254,Cepa Colombiana (B.1-like 2026),20558,2.07E-180,16.0733735,NA
164,2019-12-24,18254,Delta (21A-21J),18871,4.12E-17,16.0733735,NA
165,2019-12-24,18254,Linajes Basales (19A-20C),18383,0.999904806,16.0733735,4.758402702
166,2019-12-24,18254,Omicron BA.1/BA.2,19024,1.36E-51,16.0733735,NA
167,2019-12-24,18254,Omicron BA.4/BA.5,19205,9.99E-55,16.0733735,NA
168,2019-12-24,18254,XBB y derivados recientes,19875,6.35E-10,16.0733735,NA
169,2019-12-25,18255,Alpha/Beta/Gamma,18659,9.92E-05,19.47596731,NA
170,2019-12-25,18255,Cepa Colombiana (B.1-like 2026),20558,2.94E-180,19.47596731,NA
171,2019-12-25,18255,Delta (21A-21J),18871,4.63E-17,19.47596731,NA
172,2019-12-25,18255,Linajes Basales (19A-20C),18383,0.9999008209,19.47596731,0
173,2019-12-25,18255,Omicron BA.1/BA.2,19024,1.83E-51,19.47596731,NA
174,2019-12-25,18255,Omicron BA.4/BA.5,19205,1.29E-54,19.47596731,NA
175,2019-12-25,18255,XBB y derivados recientes,19875,6.46E-10,19.47596731,NA
176,2019-12-26,18256,Alpha/Beta/Gamma,18659,0.0001033247673,7.847654342,NA
177,2019-12-26,18256,Cepa Colombiana (B.1-like 2026),20558,4.18E-180,7.847654342,NA
178,2019-12-26,18256,Delta (21A-21J),18871,5.20E-17,7.847654342,NA
179,2019-12-26,18256,Linajes Basales (19A-20C),18383,0.9998966746,7.847654342,0
180,2019-12-26,18256,Omicron BA.1/BA.2,19024,2.47E-51,7.847654342,NA
181,2019-12-26,18256,Omicron BA.4/BA.5,19205,1.66E-54,7.847654342,NA
182,2019-12-26,18256,XBB y derivados recientes,19875,6.57E-10,7.847654342,NA
183,2019-12-27,18257,Alpha/Beta/Gamma,18659,0.0001076386119,8.713653086,NA
184,2019-12-27,18257,Cepa Colombiana (B.1-like 2026),20558,5.94E-180,8.713653086,NA
185,2019-12-27,18257,Delta (21A-21J),18871,5.84E-17,8.713653086,NA
186,2019-12-27,18257,Linajes Basales (19A-20C),18383,0.9998923607,8.713653086,2.318468015
187,2019-12-27,18257,Omicron BA.1/BA.2,19024,3.32E-51,8.713653086,NA
188,2019-12-27,18257,Omicron BA.4/BA.5,19205,2.15E-54,8.713653086,NA
189,2019-12-27,18257,XBB y derivados recientes,19875,6.68E-10,8.713653086,NA
190,2019-12-28,18258,Alpha/Beta/Gamma,18659,0.000112126485,1.184184574,NA
191,2019-12-28,18258,Cepa Colombiana (B.1-like 2026),20558,8.43E-180,1.184184574,NA
192,2019-12-28,18258,Delta (21A-21J),18871,6.56E-17,1.184184574,NA
193,2019-12-28,18258,Linajes Basales (19A-20C),18383,0.9998878728,1.184184574,0
194,2019-12-28,18258,Omicron BA.1/BA.2,19024,4.48E-51,1.184184574,NA
195,2019-12-28,18258,Omicron BA.4/BA.5,19205,2.77E-54,1.184184574,NA
196,2019-12-28,18258,XBB y derivados recientes,19875,6.80E-10,1.184184574,NA
197,2019-12-29,18259,Alpha/Beta/Gamma,18659,0.0001167951455,12.30048677,NA
198,2019-12-29,18259,Cepa Colombiana (B.1-like 2026),20558,1.20E-179,12.30048677,NA
199,2019-12-29,18259,Delta (21A-21J),18871,7.37E-17,12.30048677,NA
200,2019-12-29,18259,Linajes Basales (19A-20C),18383,0.9998832042,12.30048677,0
201,2019-12-29,18259,Omicron BA.1/BA.2,19024,6.03E-51,12.30048677,NA
202,2019-12-29,18259,Omicron BA.4/BA.5,19205,3.57E-54,12.30048677,NA
203,2019-12-29,18259,XBB y derivados recientes,19875,6.92E-10,12.30048677,NA
204,2019-12-30,18260,Alpha/Beta/Gamma,18659,0.0001216516033,6.80002562,NA
205,2019-12-30,18260,Cepa Colombiana (B.1-like 2026),20558,1.70E-179,6.80002562,NA
206,2019-12-30,18260,Delta (21A-21J),18871,8.28E-17,6.80002562,NA
207,2019-12-30,18260,Linajes Basales (19A-20C),18383,0.9998783477,6.80002562,0
208,2019-12-30,18260,Omicron BA.1/BA.2,19024,8.11E-51,6.80002562,NA
209,2019-12-30,18260,Omicron BA.4/BA.5,19205,4.60E-54,6.80002562,NA
210,2019-12-30,18260,XBB y derivados recientes,19875,7.04E-10,6.80002562,NA
211,2019-12-31,18261,Alpha/Beta/Gamma,18659,0.0001267031289,12.27725062,NA
212,2019-12-31,18261,Cepa Colombiana (B.1-like 2026),20558,2.41E-179,12.27725062,NA
213,2019-12-31,18261,Delta (21A-21J),18871,9.30E-17,12.27725062,NA
214,2019-12-31,18261,Linajes Basales (19A-20C),18383,0.9998732962,12.27725062,1.487846813
215,2019-12-31,18261,Omicron BA.1/BA.2,19024,1.09E-50,12.27725062,NA
216,2019-12-31,18261,Omicron BA.4/BA.5,19205,5.93E-54,12.27725062,NA
217,2019-12-31,18261,XBB y derivados recientes,19875,7.16E-10,12.27725062,NA
218,2020-01-01,18262,Alpha/Beta/Gamma,18659,0.0001319572626,13.52418669,NA
219,2020-01-01,18262,Cepa Colombiana (B.1-like 2026),20558,3.43E-179,13.52418669,NA
220,2020-01-01,18262,Delta (21A-21J),18871,1.04E-16,13.52418669,NA
221,2020-01-01,18262,Linajes Basales (19A-20C),18383,0.999868042,13.52418669,1.927150894
222,2020-01-01,18262,Omicron BA.1/BA.2,19024,1.47E-50,13.52418669,NA
223,2020-01-01,18262,Omicron BA.4/BA.5,19205,7.65E-54,13.52418669,NA
224,2020-01-01,18262,XBB y derivados recientes,19875,7.29E-10,13.52418669,NA
225,2020-01-02,18263,Alpha/Beta/Gamma,18659,0.0001374218234,15.17551761,NA
226,2020-01-02,18263,Cepa Colombiana (B.1-like 2026),20558,4.86E-179,15.17551761,NA
227,2020-01-02,18263,Delta (21A-21J),18871,1.17E-16,15.17551761,NA
228,2020-01-02,18263,Linajes Basales (19A-20C),18383,0.9998625774,15.17551761,0
229,2020-01-02,18263,Omicron BA.1/BA.2,19024,1.97E-50,15.17551761,NA
230,2020-01-02,18263,Omicron BA.4/BA.5,19205,9.85E-54,15.17551761,NA
231,2020-01-02,18263,XBB y derivados recientes,19875,7.41E-10,15.17551761,NA
232,2020-01-03,18264,Alpha/Beta/Gamma,18659,0.0001431049195,6.955368123,NA
233,2020-01-03,18264,Cepa Colombiana (B.1-like 2026),20558,6.90E-179,6.955368123,NA
234,2020-01-03,18264,Delta (21A-21J),18871,1.32E-16,6.955368123,NA
235,2020-01-03,18264,Linajes Basales (19A-20C),18383,0.9998568943,6.955368123,2.380026766
236,2020-01-03,18264,Omicron BA.1/BA.2,19024,2.65E-50,6.955368123,NA
237,2020-01-03,18264,Omicron BA.4/BA.5,19205,1.27E-53,6.955368123,NA
238,2020-01-03,18264,XBB y derivados recientes,19875,7.54E-10,6.955368123,NA
239,2020-01-04,18265,Alpha/Beta/Gamma,18659,0.000149014958,12.52477562,NA
240,2020-01-04,18265,Cepa Colombiana (B.1-like 2026),20558,9.80E-179,12.52477562,NA
241,2020-01-04,18265,Delta (21A-21J),18871,1.48E-16,12.52477562,NA
242,2020-01-04,18265,Linajes Basales (19A-20C),18383,0.9998509843,12.52477562,0.252996191
243,2020-01-04,18265,Omicron BA.1/BA.2,19024,3.57E-50,12.52477562,NA
244,2020-01-04,18265,Omicron BA.4/BA.5,19205,1.63E-53,12.52477562,NA
245,2020-01-04,18265,XBB y derivados recientes,19875,7.68E-10,12.52477562,NA
246,2020-01-05,18266,Alpha/Beta/Gamma,18659,0.0001551606556,1.414956605,NA
247,2020-01-05,18266,Cepa Colombiana (B.1-like 2026),20558,1.39E-178,1.414956605,NA
248,2020-01-05,18266,Delta (21A-21J),18871,1.66E-16,1.414956605,NA
249,2020-01-05,18266,Linajes Basales (19A-20C),18383,0.9998448386,1.414956605,2.085406075
250,2020-01-05,18266,Omicron BA.1/BA.2,19024,4.79E-50,1.414956605,NA
251,2020-01-05,18266,Omicron BA.4/BA.5,19205,2.10E-53,1.414956605,NA
252,2020-01-05,18266,XBB y derivados recientes,19875,7.81E-10,1.414956605,NA
253,2020-01-06,18267,Alpha/Beta/Gamma,18659,0.0001615510495,6.077704958,NA
254,2020-01-06,18267,Cepa Colombiana (B.1-like 2026),20558,1.97E-178,6.077704958,NA
255,2020-01-06,18267,Delta (21A-21J),18871,1.86E-16,6.077704958,NA
256,2020-01-06,18267,Linajes Basales (19A-20C),18383,0.9998384482,6.077704958,1.27448747
257,2020-01-06,18267,Omicron BA.1/BA.2,19024,6.44E-50,6.077704958,NA
258,2020-01-06,18267,Omicron BA.4/BA.5,19205,2.71E-53,6.077704958,NA
259,2020-01-06,18267,XBB y derivados recientes,19875,7.95E-10,6.077704958,NA
260,2020-01-07,18268,Alpha/Beta/Gamma,18659,0.0001681955084,5.745462029,NA
261,2020-01-07,18268,Cepa Colombiana (B.1-like 2026),20558,2.80E-178,5.745462029,NA
262,2020-01-07,18268,Delta (21A-21J),18871,2.09E-16,5.745462029,NA
263,2020-01-07,18268,Linajes Basales (19A-20C),18383,0.9998318037,5.745462029,0
264,2020-01-07,18268,Omicron BA.1/BA.2,19024,8.64E-50,5.745462029,NA
265,2020-01-07,18268,Omicron BA.4/BA.5,19205,3.49E-53,5.745462029,NA
266,2020-01-07,18268,XBB y derivados recientes,19875,8.10E-10,5.745462029,NA
267,2020-01-08,18269,Alpha/Beta/Gamma,18659,0.0001751037441,2.07103825,NA
268,2020-01-08,18269,Cepa Colombiana (B.1-like 2026),20558,3.97E-178,2.07103825,NA
269,2020-01-08,18269,Delta (21A-21J),18871,2.34E-16,2.07103825,NA
270,2020-01-08,18269,Linajes Basales (19A-20C),18383,0.9998248954,2.07103825,4.812619078
271,2020-01-08,18269,Omicron BA.1/BA.2,19024,1.16E-49,2.07103825,NA
272,2020-01-08,18269,Omicron BA.4/BA.5,19205,4.49E-53,2.07103825,NA
273,2020-01-08,18269,XBB y derivados recientes,19875,8.24E-10,2.07103825,NA
274,2020-01-09,18270,Alpha/Beta/Gamma,18659,0.0001822858234,10.18061303,NA
275,2020-01-09,18270,Cepa Colombiana (B.1-like 2026),20558,5.63E-178,10.18061303,NA
276,2020-01-09,18270,Delta (21A-21J),18871,2.63E-16,10.18061303,NA
277,2020-01-09,18270,Linajes Basales (19A-20C),18383,0.9998177133,10.18061303,0
278,2020-01-09,18270,Omicron BA.1/BA.2,19024,1.56E-49,10.18061303,NA
279,2020-01-09,18270,Omicron BA.4/BA.5,19205,5.77E-53,10.18061303,NA
280,2020-01-09,18270,XBB y derivados recientes,19875,8.39E-10,10.18061303,NA
281,2020-01-10,18271,Alpha/Beta/Gamma,18659,0.0001897521807,11.029993,NA
282,2020-01-10,18271,Cepa Colombiana (B.1-like 2026),20558,7.99E-178,11.029993,NA
283,2020-01-10,18271,Delta (21A-21J),18871,2.95E-16,11.029993,NA
284,2020-01-10,18271,Linajes Basales (19A-20C),18383,0.999810247,11.029993,6.87242023
285,2020-01-10,18271,Omicron BA.1/BA.2,19024,2.09E-49,11.029993,NA
286,2020-01-10,18271,Omicron BA.4/BA.5,19205,7.43E-53,11.029993,NA
287,2020-01-10,18271,XBB y derivados recientes,19875,8.54E-10,11.029993,NA
288,2020-01-11,18272,Alpha/Beta/Gamma,18659,0.0001975136304,8.194713507,NA
289,2020-01-11,18272,Cepa Colombiana (B.1-like 2026),20558,1.13E-177,8.194713507,NA
290,2020-01-11,18272,Delta (21A-21J),18871,3.31E-16,8.194713507,NA
291,2020-01-11,18272,Linajes Basales (19A-20C),18383,0.9998024855,8.194713507,7.835101055
292,2020-01-11,18272,Omicron BA.1/BA.2,19024,2.80E-49,8.194713507,NA
293,2020-01-11,18272,Omicron BA.4/BA.5,19205,9.55E-53,8.194713507,NA
294,2020-01-11,18272,XBB y derivados recientes,19875,8.69E-10,8.194713507,NA
295,2020-01-12,18273,Alpha/Beta/Gamma,18659,0.00020558138,13.79081618,NA
296,2020-01-12,18273,Cepa Colombiana (B.1-like 2026),20558,1.61E-177,13.79081618,NA
297,2020-01-12,18273,Delta (21A-21J),18871,3.71E-16,13.79081618,NA
298,2020-01-12,18273,Linajes Basales (19A-20C),18383,0.9997944177,13.79081618,3.455126884
299,2020-01-12,18273,Omicron BA.1/BA.2,19024,3.75E-49,13.79081618,NA
300,2020-01-12,18273,Omicron BA.4/BA.5,19205,1.23E-52,13.79081618,NA
301,2020-01-12,18273,XBB y derivados recientes,19875,8.85E-10,13.79081618,NA
302,2020-01-13,18274,Alpha/Beta/Gamma,18659,0.0002139670441,6.366475865,NA
303,2020-01-13,18274,Cepa Colombiana (B.1-like 2026),20558,2.28E-177,6.366475865,NA
304,2020-01-13,18274,Delta (21A-21J),18871,4.16E-16,6.366475865,NA
305,2020-01-13,18274,Linajes Basales (19A-20C),18383,0.9997860321,6.366475865,4.121374279
306,2020-01-13,18274,Omicron BA.1/BA.2,19024,5.03E-49,6.366475865,NA
307,2020-01-13,18274,Omicron BA.4/BA.5,19205,1.58E-52,6.366475865,NA
308,2020-01-13,18274,XBB y derivados recientes,19875,9.01E-10,6.366475865,NA
309,2020-01-14,18275,Alpha/Beta/Gamma,18659,0.000222682658,3.158594778,NA
